variant,episode_id,peak_idx,trough_idx,recovery_idx,peak_time,trough_time,recovery_time,peak_equity,trough_equity,recovery_equity,depth_pct,days_to_trough,days_to_recovery,recovered,btc_peak_to_trough_pct,btc_peak_to_recovery_pct,bullish_4h_share_pct,bearish_4h_share_pct,long_share_pct,short_share_pct,flat_share_pct,short_gate_open_share_pct,avg_bearish_ob_above_count,avg_bullish_ob_below_count,side_change_count,bulltrim_events_pt,unlock_events_pt,slow_bear_entries_pt,episode_label,is_representative
unlock_slowbear_24h_2p0,U25,4675,4676,4682.0,2021-02-19 16:45:00,2021-02-19 17:00:00,2021-02-19 18:30:00,1944.3008691674463,1923.246246293525,1946.7500448550372,1.0828891355141423,0.010416666666666666,0.07291666666666667,True,-0.6395080510847584,0.07439067325567539,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U26,4682,4683,4684.0,2021-02-19 18:30:00,2021-02-19 18:45:00,2021-02-19 19:00:00,1946.7500448550372,1946.410715707541,1997.1677497647547,0.017430545251206908,0.010416666666666666,0.020833333333333332,True,-0.010299040384631475,1.5302368888658657,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U27,4684,4687,4693.0,2021-02-19 19:00:00,2021-02-19 19:45:00,2021-02-19 21:15:00,1997.1677497647547,1947.2893679956587,2021.884725101385,2.497455798340986,0.03125,0.09375,True,-1.4910511794116066,0.7388827367692308,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U28,4695,4697,4708.0,2021-02-19 21:45:00,2021-02-19 22:15:00,2021-02-20 01:00:00,2026.7128083168186,1979.212132910442,2036.5431436906483,2.3437299656593025,0.020833333333333332,0.13541666666666666,True,-1.4075410787156017,0.2912927182159297,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U29,4708,4712,4713.0,2021-02-20 01:00:00,2021-02-20 02:00:00,2021-02-20 02:15:00,2036.5431436906483,2022.4793018377054,2044.6095680800609,0.6905742162405804,0.041666666666666664,0.052083333333333336,True,-0.41552966946075687,0.23833022977013396,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U30,4713,4740,4753.0,2021-02-20 02:15:00,2021-02-20 09:00:00,2021-02-20 12:15:00,2044.6095680800609,1975.1293726543759,2076.192403264786,3.398213356251123,0.28125,0.4166666666666667,True,-2.0479779298194667,0.9309264175663579,100.0,0.0,100.0,0.0,0.0,0.0,0.21428571428571427,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U31,4755,4795,4842.0,2021-02-20 12:45:00,2021-02-20 22:45:00,2021-02-21 10:30:00,2102.0630977029023,1969.0022293574661,2102.5405608396445,6.3300130472221605,0.4166666666666667,0.90625,True,-3.8567498388037857,0.0138391992970055,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U32,4843,4857,4867.0,2021-02-21 10:45:00,2021-02-21 14:15:00,2021-02-21 16:45:00,2112.602721082383,2073.9570349692463,2113.487979778682,1.8292926411330623,0.14583333333333334,0.25,True,-1.1167280823435766,0.025580946949732564,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U33,4869,4873,4875.0,2021-02-21 17:15:00,2021-02-21 18:15:00,2021-02-21 18:45:00,2124.6918474716686,2106.247356411937,2128.0671214697695,0.8681019358962705,0.041666666666666664,0.0625,True,-0.5311272640486475,0.09719433505757102,100.0,0.0,100.0,0.0,0.0,0.0,0.0,4.8,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U34,4876,5311,6488.0,2021-02-21 19:00:00,2021-02-26 07:45:00,2021-03-10 14:00:00,2160.3898743708046,1301.215079319227,2177.4940806636987,39.769432603076105,4.53125,16.791666666666668,True,-24.48904585316286,-3.6772196439065596,100.0,0.0,100.0,0.0,0.0,0.0,4.486238532110092,4.947247706422019,0,0,0,0,fast_selloff_long_stuck,0
unlock_slowbear_24h_2p0,U35,6488,6489,6491.0,2021-03-10 14:00:00,2021-03-10 14:15:00,2021-03-10 14:45:00,2177.4940806636987,2155.574344315376,2187.3919756969226,1.0066496411159753,0.010416666666666666,0.03125,True,-0.4592616341126732,0.20738038884222654,100.0,0.0,100.0,0.0,0.0,0.0,3.5,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U36,6491,6492,6498.0,2021-03-10 14:45:00,2021-03-10 15:00:00,2021-03-10 16:30:00,2187.3919756969226,2161.615376831154,2188.4632792728044,1.1784169985151305,0.010416666666666666,0.07291666666666667,True,-0.5389528151589884,0.022399467094880166,100.0,0.0,100.0,0.0,0.0,0.0,3.5,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U37,6500,6501,6502.0,2021-03-10 17:00:00,2021-03-10 17:15:00,2021-03-10 17:30:00,2241.0216193142533,2237.8908342797495,2251.324964156877,0.13970347307322717,0.010416666666666666,0.020833333333333332,True,-0.06473447727390891,0.21303974409274673,100.0,0.0,100.0,0.0,0.0,0.0,2.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U38,6502,6508,6509.0,2021-03-10 17:30:00,2021-03-10 19:00:00,2021-03-10 19:15:00,2251.324964156877,2217.662451320427,2273.039430936424,1.495231180410972,0.0625,0.07291666666666667,True,-0.694551882252048,0.4480302420413418,100.0,0.0,100.0,0.0,0.0,0.0,2.7142857142857144,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U39,6509,6561,6603.0,2021-03-10 19:15:00,2021-03-11 08:15:00,2021-03-11 18:45:00,2273.039430936424,2025.0890598401847,2304.0105374021123,10.908318074979073,0.5416666666666666,0.9791666666666666,True,-5.093091732729327,0.6361703981182965,100.0,0.0,100.0,0.0,0.0,0.0,3.6792452830188678,4.9245283018867925,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U40,6603,6608,6613.0,2021-03-11 18:45:00,2021-03-11 20:00:00,2021-03-11 21:15:00,2304.0105374021123,2211.7783397559842,2314.1985241399693,4.003115270042324,0.052083333333333336,0.10416666666666667,True,-1.8825442394260539,0.20794620787729645,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U41,6614,6615,6617.0,2021-03-11 21:30:00,2021-03-11 21:45:00,2021-03-11 22:15:00,2315.400453805072,2296.169579163435,2315.874609544516,0.8305636551998341,0.010416666666666666,0.03125,True,-0.39160948354081127,0.009655509055184197,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U42,6617,6619,6620.0,2021-03-11 22:15:00,2021-03-11 22:45:00,2021-03-11 23:00:00,2315.874609544516,2290.0097956574555,2330.0543259958317,1.1168486316341375,0.020833333333333332,0.03125,True,-0.5266493955095042,0.2887219343695957,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U43,6621,6678,6761.0,2021-03-11 23:15:00,2021-03-12 13:30:00,2021-03-13 10:15:00,2331.426748154008,2117.361972111524,2431.891782306475,9.181707133281247,0.59375,1.4583333333333333,True,-4.344945668595212,2.0391730160192134,100.0,0.0,100.0,0.0,0.0,0.0,1.2758620689655173,4.655172413793103,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U44,6762,6763,6764.0,2021-03-13 10:30:00,2021-03-13 10:45:00,2021-03-13 11:00:00,2476.250366474569,2452.696955789629,2478.5363230359317,0.9511724260125143,0.010416666666666666,0.020833333333333332,True,-0.4644198189251103,0.045073876836765336,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U45,6765,6766,6767.0,2021-03-13 11:15:00,2021-03-13 11:30:00,2021-03-13 11:45:00,2479.9401293843753,2476.8543000818754,2500.1210119476173,0.12443160485756666,0.010416666666666666,0.020833333333333332,True,-0.060801317239322916,0.397631924067543,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U46,6767,6768,6770.0,2021-03-13 11:45:00,2021-03-13 12:00:00,2021-03-13 12:30:00,2500.1210119476173,2434.206578394029,2519.447735602773,2.63644972537711,0.010416666666666666,0.03125,True,-1.2935944526706655,0.3792938990863526,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U47,6770,6786,6792.0,2021-03-13 12:30:00,2021-03-13 16:30:00,2021-03-13 18:00:00,2519.447735602773,2457.754051529459,2530.8139018076918,2.4486987049387454,0.16666666666666666,0.22916666666666666,True,-1.2061857379767837,0.22222222222221255,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U48,6792,6793,6799.0,2021-03-13 18:00:00,2021-03-13 18:15:00,2021-03-13 19:45:00,2530.8139018076918,2506.7244152241315,2547.5951131657603,0.9518474102878094,0.010416666666666666,0.07291666666666667,True,-0.46993414303206915,0.3273653903431706,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U49,6803,8025,9428.0,2021-03-13 20:45:00,2021-03-26 14:15:00,2021-04-10 05:00:00,2646.5062057893165,1821.6716050799394,2657.9343198440292,31.166924865130685,12.729166666666666,27.34375,True,-13.901952071541546,-0.5707795437841501,89.53393295175798,10.466067048242028,87.57154538021258,0.0,12.428454619787408,0.0,4.544562551103843,4.944399018806214,2,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U50,9428,9492,9722.0,2021-04-10 05:00:00,2021-04-10 21:00:00,2021-04-13 06:30:00,2657.9343198440292,2376.5479784485697,2660.509578489659,10.586655181606286,0.6666666666666666,3.0625,True,-4.511433844883916,0.041288816491968916,100.0,0.0,100.0,0.0,0.0,0.0,1.646153846153846,4.907692307692308,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U51,9722,9725,9729.0,2021-04-13 06:30:00,2021-04-13 07:15:00,2021-04-13 08:15:00,2660.509578489659,2585.5266140064177,2733.3852363318565,2.8183685219358656,0.03125,0.07291666666666667,True,-1.2016968117105842,1.1679245583822384,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U52,9730,9731,9733.0,2021-04-13 08:30:00,2021-04-13 08:45:00,2021-04-13 09:15:00,2795.456379777492,2769.5657424044466,2796.509018017744,0.9261685340662074,0.010416666666666666,0.03125,True,-0.40614649681528503,0.016512738853502462,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U53,9733,9734,9736.0,2021-04-13 09:15:00,2021-04-13 09:30:00,2021-04-13 10:00:00,2796.509018017744,2765.196836921282,2826.938079279086,1.1196881860462304,0.010416666666666666,0.03125,True,-0.49111317128047727,0.47726195531088145,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U54,9736,9741,9745.0,2021-04-13 10:00:00,2021-04-13 11:15:00,2021-04-13 12:15:00,2826.938079279086,2790.0866051478597,2840.627451803704,1.3035826430490505,0.052083333333333336,0.09375,True,-0.5752482881514753,0.21368990783414699,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U55,9745,9750,9759.0,2021-04-13 12:15:00,2021-04-13 13:30:00,2021-04-13 15:45:00,2840.627451803704,2795.3934448007367,2875.0975476209196,1.592394911703232,0.052083333333333336,0.14583333333333334,True,-0.704593248478147,0.5369278203810612,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U56,9760,9774,9792.0,2021-04-13 16:00:00,2021-04-13 19:30:00,2021-04-14 00:00:00,2875.304623996051,2789.3080385805765,2890.357249323617,2.9908686786709104,0.14583333333333334,0.3333333333333333,True,-1.3323400426064502,0.23320943934430627,100.0,0.0,100.0,0.0,0.0,0.0,0.2,4.866666666666666,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U57,9792,9803,9806.0,2021-04-14 00:00:00,2021-04-14 02:45:00,2021-04-14 03:30:00,2890.357249323617,2833.8802132473393,2892.8716031530307,1.9539811588859535,0.11458333333333333,0.14583333333333334,True,-0.8729595758431352,0.03886410132216689,100.0,0.0,100.0,0.0,0.0,0.0,0.0,4.75,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U58,9806,9807,9808.0,2021-04-14 03:30:00,2021-04-14 03:45:00,2021-04-14 04:00:00,2892.8716031530307,2885.7975087496447,2902.7726961090684,0.24453537432064243,0.010416666666666666,0.020833333333333332,True,-0.1093010504444214,0.1529806925003374,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U59,9808,9810,9811.0,2021-04-14 04:00:00,2021-04-14 04:30:00,2021-04-14 04:45:00,2902.7726961090684,2889.9968958276772,2913.347802364553,0.4401240337735035,0.020833333333333332,0.03125,True,-0.1970959587655141,0.16314521678206795,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U60,9813,9816,9819.0,2021-04-14 05:15:00,2021-04-14 06:00:00,2021-04-14 06:45:00,2979.6914186676795,2920.914210699011,2987.8963124921256,1.9725937927810522,0.03125,0.0625,True,-0.8961389448700618,0.12509483095095586,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U61,9819,9830,9840.0,2021-04-14 06:45:00,2021-04-14 09:30:00,2021-04-14 12:00:00,2987.8963124921256,2867.52504880484,2988.9327094480527,4.028629212600987,0.11458333333333333,0.21875,True,-1.8329316844475585,0.01578154752215344,100.0,0.0,100.0,0.0,0.0,0.0,0.25,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U62,9840,12741,19059.0,2021-04-14 12:00:00,2021-05-14 17:15:00,2021-07-19 12:45:00,2988.9327094480527,1421.232434305629,3007.1006016510732,52.45016959354434,30.21875,96.03125,True,-21.35601911537751,-52.45358932600088,43.55616815988973,56.44383184011027,41.557546519641626,11.509303928325293,46.93314955203308,5.85802894555479,4.746726395589249,4.944176430048243,10,0,0,0,mixed_trend_whipsaw,1
unlock_slowbear_24h_2p0,U63,19060,19061,19063.0,2021-07-19 13:00:00,2021-07-19 13:15:00,2021-07-19 13:45:00,3026.089608230308,3010.9674264187997,3035.6344936015894,0.499726834604608,0.010416666666666666,0.03125,True,0.19560110928606989,-0.12346037032897605,0.0,100.0,0.0,100.0,0.0,0.0,5.0,1.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U64,19065,19106,19113.0,2021-07-19 14:15:00,2021-07-20 00:30:00,2021-07-20 02:15:00,3050.119342080045,2965.784775582351,3052.708981077584,2.764959565161862,0.4270833333333333,0.5,True,1.0942446743904766,-0.03360067881215123,0.0,100.0,0.0,100.0,0.0,0.0,5.0,1.1904761904761905,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U65,19275,19276,19277.0,2021-07-21 18:45:00,2021-07-21 19:00:00,2021-07-21 19:15:00,3300.2069246711176,3296.3258813277043,3312.323539062087,0.11759999999999549,0.010416666666666666,0.020833333333333332,True,-0.8204080552212112,-0.9839353364983983,0.0,100.0,0.0,50.0,50.0,100.0,5.0,5.0,1,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U66,19278,19279,19280.0,2021-07-21 19:30:00,2021-07-21 19:45:00,2021-07-21 20:00:00,3341.6530860072226,3325.1892996052798,3370.193565469364,0.49268388962585563,0.010416666666666666,0.020833333333333332,True,0.1704805538914389,-0.2955332769902008,0.0,100.0,0.0,100.0,0.0,100.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U67,19280,19281,19282.0,2021-07-21 20:00:00,2021-07-21 20:15:00,2021-07-21 20:30:00,3370.193565469364,3351.4143686926095,3393.189246402352,0.5572141899849337,0.010416666666666666,0.020833333333333332,True,0.19503274012455663,-0.2388233488741509,0.0,100.0,0.0,100.0,0.0,100.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U68,19282,19534,19684.0,2021-07-21 20:30:00,2021-07-24 11:30:00,2021-07-26 01:00:00,3393.189246402352,2674.2886032253823,3591.867510618907,21.18657672687099,2.625,4.1875,True,6.870905219783263,19.229152916303384,5.928853754940711,94.0711462450593,2.766798418972332,81.42292490118577,15.810276679841898,16.99604743083004,4.8893280632411065,4.869565217391305,2,0,0,0,mixed_trend_whipsaw,0
