variant,rebalance_mode,w1,w2,w3,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,rebalance_count,fee_paid,deferred_due_bars,flat_rebalance_hits
weekly_due_allflat_w20_20_60,weekly_due_allflat,0.2,0.2,0.6,156676.3297347374,7733.8164867368705,131.43610967208832,62.102047586950384,2.1164537205969234,2,30.9291518867253,181803,2
weekly_due_allflat_w20_25_55,weekly_due_allflat,0.2,0.25,0.55,151918.03984094295,7495.901992047147,130.0667673153735,61.47425887996032,2.1157923606586713,2,31.019600320886543,181803,2
weekly_due_allflat_w20_10_70,weekly_due_allflat,0.2,0.1,0.7,165998.1523388918,8199.90761694459,134.02418445707593,63.367354974803725,2.1150351708757125,2,29.40856105135711,181803,2
weekly_due_allflat_w20_30_50,weekly_due_allflat,0.2,0.3,0.5,147094.8413445207,7254.742067226036,128.6429278858364,60.82909164108141,2.114825725902446,2,30.653025599244494,181803,2
no_rebalance_w25_25_50,no_rebalance,0.25,0.25,0.5,154501.07108266023,7625.053554133011,130.8143413466396,61.9021596007532,2.113243579712652,0,0.0,0,0
monthly_due_allflat_w25_25_50,monthly_due_allflat,0.25,0.25,0.5,154466.67654853227,7623.333827426613,130.8044535084329,61.9021596007532,2.113083846380722,1,34.39453412797142,179339,1
weekly_due_allflat_w20_35_45,weekly_due_allflat,0.2,0.35,0.45,142206.7420893361,7010.337104466806,127.16092658943117,60.18855727145436,2.112709331375514,2,29.82158384669794,181803,2
weekly_due_allflat_w20_5_75,weekly_due_allflat,0.2,0.05,0.75,170561.6693615147,8428.083468075734,135.24860326394867,64.05229144841306,2.1115341887944203,2,27.994106400343963,181803,2
weekly_due_allflat_w0_80_20,weekly_due_allflat,0.0,0.8,0.2,154467.2988733701,7623.3649436685055,130.80463243193603,61.99280160615166,2.1099971132609054,2,17.06247591254073,181803,2
weekly_due_allflat_w20_40_40,weekly_due_allflat,0.2,0.4,0.4,137253.74991926106,6762.687495963053,125.61667685031819,59.5621196062706,2.1090027970914162,2,28.51743118815554,181803,2
weekly_due_allflat_w20_0_80,weekly_due_allflat,0.2,0.0,0.8,175060.246406003,8653.01232030015,136.4299713659673,64.71585501391294,2.1081382813629967,2,26.154004093905236,181803,2
no_rebalance_w25_30_45,no_rebalance,0.25,0.3,0.45,148995.24862558392,7349.762431279196,129.20837839138497,61.299822410169355,2.1078099953834433,0,0.0,0,0
monthly_due_allflat_w25_30_45,monthly_due_allflat,0.25,0.3,0.45,148962.3114487842,7348.115572439209,129.19862793839582,61.299822410169355,2.107650933699318,1,32.93717679971053,179339,1
weekly_due_allflat_w20_45_35,weekly_due_allflat,0.2,0.45,0.35,132235.87267817225,6511.793633908613,124.00560195544314,59.015980837732855,2.1012207235257554,2,26.73272374851869,181803,2
no_rebalance_w25_35_40,no_rebalance,0.25,0.35,0.4,143489.426168533,7074.4713084266505,127.55375116879839,60.70978147210212,2.1010411843997985,0,0.0,0,0
monthly_due_allflat_w25_35_40,monthly_due_allflat,0.25,0.35,0.4,143458.38681485812,7072.919340742907,127.54427885035003,60.70978147210212,2.100885158167803,1,31.03935367488782,179339,1
weekly_due_allflat_w20_50_30,weekly_due_allflat,0.2,0.5,0.3,127153.11820994751,6257.655910497376,122.3225520562651,58.46210651495952,2.092339112429428,2,24.459617652695005,181803,2
weekly_due_allflat_w5_75_20,weekly_due_allflat,0.05,0.75,0.2,144564.0689589468,7128.20344794734,127.88068538003512,61.153571369232274,2.091140100517085,2,17.481945628372753,181803,2
no_rebalance_w25_40_35,no_rebalance,0.25,0.4,0.35,137983.60371148272,6799.180185574136,125.84702986541471,60.196227133537974,2.0906132470102894,0,0.0,0,0
monthly_due_allflat_w25_40_35,monthly_due_allflat,0.25,0.4,0.35,137954.90264672923,6797.745132336462,125.83798997906031,60.196227133537974,2.090463073373421,1,28.7010647535008,179339,1
weekly_due_allflat_w20_55_25,weekly_due_allflat,0.2,0.55,0.25,122005.49435846713,6000.274717923357,120.56170255901479,57.89644129193097,2.082368101885694,2,21.690269025590624,181803,2
no_rebalance_w0_80_20,no_rebalance,0.0,0.8,0.2,152394.24708973034,7519.712354486518,130.20535770378535,62.54431493627083,2.081809639076827,0,0.0,0,0
monthly_due_allflat_w0_80_20,monthly_due_allflat,0.0,0.8,0.2,152380.1521842403,7519.007609212013,130.20126069566206,62.54431493627083,2.081744133392937,1,14.094905490052334,179339,1
no_rebalance_w25_45_30,no_rebalance,0.25,0.45,0.3,132477.7812544314,6523.8890627215715,124.08439390917954,59.6735184821509,2.079387927264499,0,0.0,0,0
monthly_due_allflat_w25_45_30,monthly_due_allflat,0.25,0.45,0.3,132451.85894439585,6522.592947219792,124.0759563240894,59.6735184821509,2.079246531461055,1,25.922310035551412,179339,1
weekly_due_allflat_w10_70_20,weekly_due_allflat,0.1,0.7,0.2,134984.0951527466,6649.20475763733,124.89396092186493,60.24436667722086,2.073122647151819,2,17.845880753235072,181803,2
no_rebalance_w5_75_20,no_rebalance,0.05,0.75,0.2,146208.62493985068,7210.4312469925335,128.3772222335017,61.98218081812894,2.0711956329867167,0,0.0,0,0
monthly_due_allflat_w5_75_20,monthly_due_allflat,0.05,0.75,0.2,146193.54033481664,7209.677016740832,128.37268831809467,61.98218081812894,2.071122484295477,1,15.084605034033087,179339,1
no_rebalance_w25_50_25,no_rebalance,0.25,0.5,0.25,126971.95879740053,6248.5979398700265,122.26156902877734,59.13765341285282,2.0674064994639325,0,0.0,0,0
monthly_due_allflat_w25_50_25,monthly_due_allflat,0.25,0.5,0.25,126947.89610849383,6247.394805424692,122.25346360863382,59.13765341285282,2.0672694392379047,1,24.062688906697442,179339,1
no_rebalance_w30_0_70,no_rebalance,0.3,0.0,0.7,170338.73876096346,8416.936938048173,135.1894081020962,65.46817260788495,2.064963824663315,0,0.0,0,0
monthly_due_allflat_w30_0_70,monthly_due_allflat,0.3,0.0,0.7,170299.45550708417,8414.972775354208,135.17897066636993,65.46817260788495,2.064804397031376,1,39.28325387929238,179339,1
no_rebalance_w10_70_20,no_rebalance,0.1,0.7,0.2,140023.00278996542,6901.1501394982715,126.48551975880986,61.36242548961089,2.0612861820500363,0,0.0,0,0
monthly_due_allflat_w10_70_20,monthly_due_allflat,0.1,0.7,0.2,140006.9284853874,6900.346424269371,126.48051670744186,61.36242548961089,2.06120464923369,1,16.074304578014733,179339,1
no_rebalance_w30_5_65,no_rebalance,0.3,0.05,0.65,164832.9163039098,8141.64581519549,133.70719308902096,64.87686887524926,2.0609378258701803,0,0.0,0,0
monthly_due_allflat_w30_5_65,monthly_due_allflat,0.3,0.05,0.65,164793.5759690585,8139.678798452926,133.6964593846553,64.87686887524926,2.06077237854586,1,39.34033485129494,179339,1
weekly_due_allflat_w15_65_20,weekly_due_allflat,0.15,0.65,0.2,125727.18274056874,6186.359137028437,121.84063372452778,59.25605517029203,2.0561718692609237,2,18.15621034272363,181803,2
no_rebalance_w30_10_60,no_rebalance,0.3,0.1,0.6,159327.09384686328,7866.354692343164,132.18444003028017,64.32496923731217,2.0549475825260966,0,0.0,0,0
monthly_due_allflat_w30_10_60,monthly_due_allflat,0.3,0.1,0.6,159288.13689683654,7864.406844841827,132.17351524548965,64.32496923731217,2.054777745137598,1,38.956950026735505,179339,1
no_rebalance_w15_65_20,no_rebalance,0.15,0.65,0.2,133837.38064009123,6591.869032004562,124.5250793710182,60.675710705341814,2.0523052457637743,0,0.0,0,0
monthly_due_allflat_w15_65_20,monthly_due_allflat,0.15,0.65,0.2,133820.31663596924,6591.015831798462,124.51957088413246,60.675710705341814,2.052214460063505,1,17.0640041219946,179339,1
no_rebalance_w30_15_55,no_rebalance,0.3,0.15,0.55,153821.27138980315,7591.0635694901575,130.61858006313116,63.756282757309535,2.048716995630615,0,0.0,0,0
monthly_due_allflat_w30_15_55,monthly_due_allflat,0.3,0.15,0.55,153783.13829039753,7589.156914519877,130.60757822975214,63.756282757309535,2.0485444348585116,1,38.13309940560841,179339,1
no_rebalance_w20_60_20,no_rebalance,0.2,0.6,0.2,127651.75849020189,6282.587924510094,122.49004588778777,59.91056514865119,2.044548329395045,0,0.0,0,0
monthly_due_allflat_w20_60_20,monthly_due_allflat,0.2,0.6,0.2,127632.39957112567,6281.619978556284,122.4835530722153,59.91056514865119,2.044439954260269,1,19.358919076207453,179339,1
no_rebalance_w30_20_50,no_rebalance,0.3,0.2,0.5,148315.44893277268,7315.772446638634,129.00678226002586,63.170031712582954,2.0422149358257924,0,0.0,0,0
monthly_due_allflat_w30_20_50,monthly_due_allflat,0.3,0.2,0.5,148278.58014978474,7313.929007489237,128.9958274226314,63.170031712582954,2.0420415175592908,1,36.868782987926444,179339,1
weekly_due_allflat_w20_60_20,weekly_due_allflat,0.2,0.6,0.2,116793.0089675911,5739.650448379555,118.71642861152196,58.17784305969942,2.0405780339724977,2,18.41683399210637,181803,2
no_rebalance_w25_55_20,no_rebalance,0.25,0.55,0.2,121466.13634032657,5973.306817016329,120.37375094427011,59.0527384910871,2.0384109868577607,0,0.0,0,0
monthly_due_allflat_w25_55_20,monthly_due_allflat,0.25,0.55,0.2,121443.17481591129,5972.158740795565,120.36573453098471,59.0527384910871,2.0382752367894277,1,22.96152441528265,179339,1
no_rebalance_w30_25_45,no_rebalance,0.3,0.25,0.45,142809.626475712,7040.481323785599,127.34591599902387,62.58684349564783,2.034707438279409,0,0.0,0,0
monthly_due_allflat_w30_25_45,monthly_due_allflat,0.3,0.25,0.45,142774.46247493834,7038.723123746917,127.33514359281703,62.58684349564783,2.034535318939222,1,35.164000773664426,179339,1
weekly_due_allflat_w25_10_65,weekly_due_allflat,0.25,0.1,0.65,151296.26194476144,7464.813097238073,129.8852824872433,64.00664208502968,2.029246938383318,2,31.767728110944063,181803,2
weekly_due_allflat_w25_5_70,weekly_due_allflat,0.25,0.05,0.7,155762.1637707111,7688.108188535555,131.17566230674228,64.64524144473198,2.029161920895447,2,30.982069030892415,181803,2
weekly_due_allflat_w25_0_75,weekly_due_allflat,0.25,0.0,0.75,160163.1230867645,7908.156154338225,132.41837129740955,65.31339847410145,2.027430426085041,2,29.77590908768536,181803,2
weekly_due_allflat_w25_15_60,weekly_due_allflat,0.25,0.15,0.6,146765.42545249307,7238.271272624654,128.54431366709548,63.409342169563644,2.0272141181240086,2,32.12504276655461,181803,2
no_rebalance_w30_30_40,no_rebalance,0.3,0.3,0.4,137303.80401865122,6765.190200932561,125.63250624364177,62.01551625099432,2.025823758931096,0,0.0,0,0
monthly_due_allflat_w30_30_40,monthly_due_allflat,0.3,0.3,0.4,137270.78526588838,6763.539263294419,125.62206472855486,62.01551625099432,2.025655389533917,1,33.01875276284999,179339,1
weekly_due_allflat_w0_85_15,weekly_due_allflat,0.0,0.85,0.15,148540.38773809193,7327.019386904597,129.07357082616934,63.73960775345743,2.0250135728073726,2,13.66337877596783,181803,2
weekly_due_allflat_w25_20_55,weekly_due_allflat,0.25,0.2,0.55,142169.66213746028,7008.483106873014,127.14952829373414,62.79585530140345,2.0248076514516784,2,32.04616943643132,181803,2
weekly_due_allflat_w25_25_50,weekly_due_allflat,0.25,0.25,0.5,137508.97984322274,6775.448992161137,125.69734355145212,62.165431550345815,2.0219813555006665,2,31.523264559284033,181803,2
weekly_due_allflat_w25_30_45,weekly_due_allflat,0.25,0.3,0.45,132783.3864133481,6539.1693206674045,124.18376651186635,61.5393285239644,2.017957775790602,2,30.54848457382599,181803,2
no_rebalance_w30_35_35,no_rebalance,0.3,0.35,0.35,131797.9815616002,6489.89907808001,123.86268005178565,61.51810947336852,2.013434436007927,0,0.0,0,0
monthly_due_allflat_w30_35_35,monthly_due_allflat,0.3,0.35,0.35,131767.54852264473,6488.377426132237,123.85273286345542,61.51810947336852,2.0132727407215243,1,30.433038955467893,179339,1
weekly_due_allflat_w25_35_40,weekly_due_allflat,0.25,0.35,0.4,127992.88969138998,6299.644484569499,122.60432810921307,60.92669606932303,2.0123252370309492,2,29.113985918764474,181803,2
no_rebalance_w0_85_15,no_rebalance,0.0,0.85,0.15,146888.4246326756,7244.42123163378,128.5811556964068,64.17129779337229,2.0037175515824903,0,0.0,0,0
monthly_due_allflat_w0_85_15,monthly_due_allflat,0.0,0.85,0.15,146877.1927548632,7243.85963774316,128.5777924381771,64.17129779337229,2.003665140951175,1,11.231877812386404,179339,1
weekly_due_allflat_w25_40_35,weekly_due_allflat,0.25,0.4,0.35,123137.49752091187,6056.874876045593,120.95400306652078,60.39152485699465,2.0028307507210044,2,27.21192503280728,181803,2
weekly_due_allflat_w5_80_15,weekly_due_allflat,0.05,0.8,0.15,138799.49775011194,6839.9748875055975,126.10337658463035,62.975648702434306,2.002414888657683,2,13.967775924491116,181803,2
no_rebalance_w30_40_30,no_rebalance,0.3,0.4,0.3,126292.15910455168,6214.607955227584,122.0321021471186,61.011829754753975,2.000138377059737,0,0.0,0,0
monthly_due_allflat_w30_40_30,monthly_due_allflat,0.3,0.4,0.3,126263.44702978992,6213.172351489497,122.02238843085863,61.011829754753975,1.9999791666853062,1,28.71207476175354,179339,1
no_rebalance_w35_0_65,no_rebalance,0.35,0.0,0.65,158647.2941540271,7832.364707701355,131.99349184612203,66.08860222789691,1.997220207365889,0,0.0,0,0
monthly_due_allflat_w35_0_65,monthly_due_allflat,0.35,0.0,0.65,158604.73729565786,7830.236864782893,131.98151613472987,66.08860222789691,1.9970390004559462,1,42.556858369233936,179339,1
weekly_due_allflat_w25_45_30,weekly_due_allflat,0.25,0.45,0.3,118217.2177454764,5810.8608872738205,119.22711199158398,59.84876521062713,1.9921398807809196,2,24.834458354668037,181803,2
no_rebalance_w35_5_60,no_rebalance,0.35,0.05,0.6,153141.4716969806,7557.07358484903,130.42211884705307,65.55485485518142,1.9895112137029556,0,0.0,0,0
monthly_due_allflat_w35_5_60,monthly_due_allflat,0.35,0.05,0.6,153099.54564832192,7554.9772824160955,130.40997923295245,65.55485485518142,1.989326031169527,1,41.92604865867919,179339,1
no_rebalance_w5_80_15,no_rebalance,0.05,0.8,0.15,140702.80248279846,6935.1401241399235,126.6966808373823,63.69410861364327,1.9891428515924607,0,0.0,0,0
monthly_due_allflat_w5_80_15,monthly_due_allflat,0.05,0.8,0.15,140690.82833032808,6934.541416516405,126.69296853191834,63.69410861364327,1.9890845682512732,1,11.974152470371655,179339,1
no_rebalance_w30_45_25,no_rebalance,0.3,0.45,0.25,120786.33664750514,5939.316832375257,120.13589673061018,60.49280712947369,1.9859534121714912,0,0.0,0,0
monthly_due_allflat_w30_45_25,monthly_due_allflat,0.3,0.45,0.25,120758.94597013308,5937.947298506654,120.12629040764881,60.49280712947369,1.9857946110938554,1,27.39067737206238,179339,1
no_rebalance_w35_10_55,no_rebalance,0.35,0.1,0.55,147635.64923992168,7281.782461996085,128.80443852650262,65.00487276833897,1.98145820522608,0,0.0,0,0
monthly_due_allflat_w35_10_55,monthly_due_allflat,0.35,0.1,0.55,147594.79446677014,7279.739723338507,128.7922540710039,65.00487276833897,1.9812707661160591,1,40.854773151556266,179339,1
weekly_due_allflat_w25_50_25,weekly_due_allflat,0.25,0.5,0.25,113232.05820864932,5561.602910432466,117.417200610151,59.294494331020054,1.9802378270510677,2,21.973742323056836,181803,2
weekly_due_allflat_w10_75_15,weekly_due_allflat,0.1,0.75,0.15,129381.8508882403,6369.092544412016,123.06711883218267,62.14845358853327,1.980212084551195,2,14.229542824332606,181803,2
no_rebalance_w10_75_15,no_rebalance,0.1,0.75,0.15,134517.1803329188,6625.85901664594,124.74406774312085,63.168604053449954,1.9747795540577242,0,0.0,0,0
monthly_due_allflat_w10_75_15,monthly_due_allflat,0.1,0.75,0.15,134504.46390579044,6625.223195289522,124.73997952791112,63.168604053449954,1.9747148349576111,1,12.716427128357218,179339,1
no_rebalance_w35_15_50,no_rebalance,0.35,0.15,0.5,142129.8267828888,7006.491339144439,127.13728031793624,64.43790382441261,1.9730201135091807,0,0.0,0,0
monthly_due_allflat_w35_15_50,monthly_due_allflat,0.35,0.15,0.5,142090.4837510409,7004.524187552046,127.12518099273633,64.43790382441261,1.9728323463025863,1,39.34303184787999,179339,1
no_rebalance_w30_50_20,no_rebalance,0.3,0.5,0.2,115280.51419046008,5664.0257095230045,118.16855181653341,60.00351566292244,1.9693604701491265,0,0.0,0,0
monthly_due_allflat_w30_50_20,monthly_due_allflat,0.3,0.5,0.2,115254.4449104777,5662.722245523885,118.15905787565444,60.00351566292244,1.969202247072127,1,26.069279982371555,179339,1
weekly_due_allflat_w25_55_20,weekly_due_allflat,0.25,0.55,0.2,108181.41302894734,5309.070651447367,115.51665409547707,58.728272077708965,1.966968378409397,2,19.235658409611307,181803,2
no_rebalance_w35_20_45,no_rebalance,0.35,0.2,0.45,136624.00432582272,6731.200216291136,125.41712314904059,63.87386458112647,1.9635123688147562,0,0.0,0,0
monthly_due_allflat_w35_20_45,monthly_due_allflat,0.35,0.2,0.45,136586.6135010751,6729.330675053755,125.40525140516148,63.87386458112647,1.963326506506957,1,37.39082474762456,179339,1
no_rebalance_w15_70_15,no_rebalance,0.15,0.7,0.15,128331.5581830345,6316.577909151725,122.71754223390849,62.58705492825358,1.9607495891056905,0,0.0,0,0
monthly_due_allflat_w15_70_15,monthly_due_allflat,0.15,0.7,0.15,128316.9574177642,6315.84787088821,122.71266629660951,62.58705492825358,1.960671682623199,1,14.60076527029471,179339,1
weekly_due_allflat_w15_70_15,weekly_due_allflat,0.15,0.7,0.15,120287.37420795136,5914.368710397568,119.96062651589097,61.2498319658926,1.9585462141788714,2,14.44912844490853,181803,2
no_rebalance_w35_25_40,no_rebalance,0.35,0.25,0.4,131118.18186877755,6455.909093438878,123.64004072899206,63.321251029886426,1.9525836700641988,0,0.0,0,0
monthly_due_allflat_w35_25_40,monthly_due_allflat,0.35,0.25,0.4,131083.18371692675,6454.159185846338,123.62855337111682,63.321251029886426,1.9524022561204057,1,34.99815185080956,179339,1
no_rebalance_w20_65_15,no_rebalance,0.2,0.65,0.15,122145.93603315834,6007.296801657917,120.61053253691485,61.939990569226985,1.9472158685932468,0,0.0,0,0
monthly_due_allflat_w20_65_15,monthly_due_allflat,0.2,0.65,0.15,122127.45804567526,6006.372902283762,120.60411054133256,61.939990569226985,1.9471121876671882,1,18.477987483080483,179339,1
weekly_due_allflat_w30_0_70,weekly_due_allflat,0.3,0.0,0.7,145849.58696210175,7192.479348105087,128.26920505611446,65.92110285072383,1.9457988338965728,2,32.37098419772629,181803,2
weekly_due_allflat_w30_5_65,weekly_due_allflat,0.3,0.05,0.65,141546.20656946587,6977.310328473294,126.957518943489,65.29799910347454,1.9442788551959402,2,32.97425138647144,181803,2
weekly_due_allflat_w30_10_60,weekly_due_allflat,0.3,0.1,0.6,137177.88113561732,6758.894056780866,125.59267478353422,64.71454854640763,1.9407177768298902,2,33.162164093111585,181803,2
no_rebalance_w35_30_35,no_rebalance,0.35,0.3,0.35,125612.35941171668,6180.617970585834,121.80163558906938,62.839991813199056,1.938282168322719,0,0.0,0,0
monthly_due_allflat_w35_30_35,monthly_due_allflat,0.35,0.3,0.35,125579.05233507529,6178.952616753764,121.79031792043466,62.839991813199056,1.9381020653610834,1,33.30707664138701,179339,1
weekly_due_allflat_w20_65_15,weekly_due_allflat,0.2,0.65,0.15,111514.45039303892,5475.722519651946,116.7786923941843,60.27011511105038,1.9375886735741976,2,15.850956843257492,181803,2
weekly_due_allflat_w30_15_55,weekly_due_allflat,0.3,0.15,0.55,132744.618503784,6537.2309251892,124.17117071658939,64.11533220607517,1.9366845096815033,2,32.92687907015683,181803,2
no_rebalance_w25_60_15,no_rebalance,0.25,0.6,0.15,115960.313883272,5698.0156941636,118.41551209973625,61.215679073271836,1.9343984072773142,0,0.0,0,0
monthly_due_allflat_w25_60_15,monthly_due_allflat,0.25,0.6,0.15,115938.45352334813,5696.922676167406,118.40758880066345,61.215679073271836,1.9342689747660238,1,21.860359923871737,179339,1
weekly_due_allflat_w30_20_50,weekly_due_allflat,0.3,0.2,0.5,128246.42651722419,6312.3213258612095,122.68910613376924,63.49961966475919,1.9321234801325722,2,32.2605530701245,181803,2
weekly_due_allflat_w30_25_45,weekly_due_allflat,0.3,0.25,0.45,123683.3130191813,6084.165650959065,121.14211790653427,62.88791594323895,1.9263178957285545,2,31.155342845529226,181803,2
no_rebalance_w40_0_60,no_rebalance,0.4,0.0,0.6,146955.84954709947,7247.792477354973,128.60134095679678,66.78474047305065,1.9256096534310965,0,0.0,0,0
monthly_due_allflat_w40_0_60,monthly_due_allflat,0.4,0.0,0.6,146910.95439980883,7245.547719990443,128.58790135319,66.78474047305065,1.9254084157904083,1,44.895147290622134,179339,1
no_rebalance_w35_35_30,no_rebalance,0.35,0.35,0.3,120106.53695466743,5905.326847733371,119.89695895888497,62.35014102735696,1.9229621133700172,0,0.0,0,0
monthly_due_allflat_w35_35_30,monthly_due_allflat,0.35,0.35,0.3,120074.77150831402,5903.7385754157,119.88576727311724,62.35014102735696,1.9227826160090922,1,31.765446353413225,179339,1
no_rebalance_w30_55_15,no_rebalance,0.3,0.55,0.15,109774.69173339466,5388.734586669733,116.12380114337672,60.399409591964705,1.922598282464426,0,0.0,0,0
monthly_due_allflat_w30_55_15,monthly_due_allflat,0.3,0.55,0.15,109749.94385080198,5387.4971925401,116.11442510149334,60.399409591964705,1.9224430484655057,1,24.747882592675854,179339,1
weekly_due_allflat_w30_30_40,weekly_due_allflat,0.3,0.3,0.4,119055.28585290369,5852.7642926451845,119.52530313677374,62.28905741289748,1.9188812305261345,2,29.60340514888764,181803,2
weekly_due_allflat_w25_60_15,weekly_due_allflat,0.25,0.6,0.15,103063.7033948056,5053.18516974028,113.51631761362002,59.19780674867891,1.9175764077805688,2,18.199018189613962,181803,2
no_rebalance_w40_5_55,no_rebalance,0.4,0.05,0.55,141450.02709004056,6972.501354502027,126.92783719120659,66.2534627793684,1.915791746823721,0,0.0,0,0
monthly_due_allflat_w40_5_55,monthly_due_allflat,0.4,0.05,0.55,141406.45064314306,6970.322532157154,126.91438378767886,66.2534627793684,1.9155886871953884,1,43.576446897503956,179339,1
weekly_due_allflat_w0_90_10,weekly_due_allflat,0.0,0.9,0.1,142548.69375120976,7027.434687560488,127.26592880624645,66.65803468727762,1.9092361393987585,2,9.691836983872728,181803,2
weekly_due_allflat_w30_35_35,weekly_due_allflat,0.3,0.35,0.35,114362.35286164396,5618.117643082198,117.83312482486198,61.764826836340944,1.9077706659339615,2,27.596896732713752,181803,2
no_rebalance_w35_40_25,no_rebalance,0.35,0.4,0.25,114600.7144976237,5630.035724881185,117.9204126309346,61.84796084609455,1.9066176316527792,0,0.0,0,0
monthly_due_allflat_w35_40_25,monthly_due_allflat,0.35,0.4,0.25,114570.49068155827,5628.524534077914,117.90935281952883,61.84796084609455,1.9064388090811943,1,30.22381606544098,179339,1
no_rebalance_w40_10_50,no_rebalance,0.4,0.1,0.5,135944.20463300886,6697.210231650443,125.2008728359094,65.70577593624228,1.9054774264807146,0,0.0,0,0
monthly_due_allflat_w40_10_50,monthly_due_allflat,0.4,0.1,0.5,135902.38735230104,6695.119367615052,125.18754189842585,65.70577593624228,1.9052745381152156,1,41.817280707831955,179339,1
weekly_due_allflat_w5_85_10,weekly_due_allflat,0.05,0.85,0.1,132970.14628568877,6548.5073142844385,124.24440370090286,65.5399929846531,1.8957036466268167,2,9.894166069582662,181803,2
weekly_due_allflat_w30_40_30,weekly_due_allflat,0.3,0.4,0.3,109604.52188864084,5380.226094432042,116.0592956693988,61.23315448036883,1.8953669242470117,2,25.127974349523598,181803,2
no_rebalance_w40_15_45,no_rebalance,0.4,0.15,0.45,130438.3821759404,6421.91910879702,123.41646724938427,65.16088566660501,1.8940268534845173,0,0.0,0,0
monthly_due_allflat_w40_15_45,monthly_due_allflat,0.4,0.15,0.45,130398.76452721881,6419.9382263609405,123.40340874841931,65.16088566660501,1.893826449502414,1,39.6176487215822,179339,1
no_rebalance_w35_45_20,no_rebalance,0.35,0.45,0.2,109094.89204056296,5354.744602028149,115.86562768127729,61.332979845914835,1.8891243825485624,0,0.0,0,0
monthly_due_allflat_w35_45_20,monthly_due_allflat,0.35,0.45,0.2,109066.2098547855,5353.310492739275,115.85470626363414,61.332979845914835,1.888946314930283,1,28.682185777463967,179339,1
no_rebalance_w0_90_10,no_rebalance,0.0,0.9,0.1,141382.60217562452,6969.130108781226,126.90701960689364,67.2828326086231,1.8861723665098635,0,0.0,0,0
monthly_due_allflat_w0_90_10,monthly_due_allflat,0.0,0.9,0.1,141374.67379128636,6968.733689564318,126.90457117474985,67.2828326086231,1.8861359763632413,1,7.928384338154634,179339,1
weekly_due_allflat_w10_80_10,weekly_due_allflat,0.1,0.8,0.1,123714.82896416838,6085.741448208419,121.15295936200874,64.33007319081898,1.8833020600278032,2,10.066769242680884,181803,2
weekly_due_allflat_w30_45_25,weekly_due_allflat,0.3,0.45,0.25,104781.61651696307,5139.080825848154,114.19656108261145,60.69024986887529,1.8816294434334933,2,22.373054934531368,181803,2
no_rebalance_w40_20_40,no_rebalance,0.4,0.2,0.4,124932.55971888984,6146.627985944492,121.57015955385964,64.6269858087787,1.8811052075609256,0,0.0,0,0
monthly_due_allflat_w40_20_40,monthly_due_allflat,0.4,0.2,0.4,124894.71202434425,6144.735601217212,121.55724231242581,64.6269858087787,1.8809053337578667,1,37.84769454559503,179339,1
no_rebalance_w5_85_10,no_rebalance,0.05,0.85,0.1,135196.98002574226,6659.8490012871125,124.96216418980875,66.60117073211535,1.8762757893916644,0,0.0,0,0
monthly_due_allflat_w5_85_10,monthly_due_allflat,0.05,0.85,0.1,135188.55679163212,6659.427839581606,124.95946723374942,66.60117073211535,1.8762352952677672,1,8.423234110145216,179339,1
no_rebalance_w10_80_10,no_rebalance,0.1,0.8,0.1,129011.35787586516,6350.567893793257,122.94406743572846,65.85132504742262,1.8669945873859133,0,0.0,0,0
monthly_due_allflat_w10_80_10,monthly_due_allflat,0.1,0.8,0.1,129001.5696483762,6350.07848241881,122.94081261617666,65.85132504742262,1.8669451605968632,1,9.78822748895678,179339,1
no_rebalance_w35_50_15,no_rebalance,0.35,0.5,0.15,103589.06958352642,5079.453479176321,113.72531311087872,60.916307050700254,1.866910825966943,0,0.0,0,0
monthly_due_allflat_w35_50_15,monthly_due_allflat,0.35,0.5,0.15,103561.92902803693,5078.096451401846,113.71453734132828,60.916307050700254,1.8667339313048703,1,27.14055548949374,179339,1
weekly_due_allflat_w15_75_10,weekly_due_allflat,0.15,0.75,0.1,114780.6853438896,5639.03426719448,117.98622069367211,63.21364391543231,1.8664676387191819,2,12.22736614929237,181803,2
weekly_due_allflat_w30_50_20,weekly_due_allflat,0.3,0.5,0.2,99891.78514366997,4894.589257183499,112.23589382511356,60.13568352831394,1.866377618743937,2,21.183741430440065,181803,2
no_rebalance_w40_25_35,no_rebalance,0.4,0.25,0.35,119426.73726184458,5871.336863092229,119.65692651786543,64.1618741530295,1.8649225587219798,0,0.0,0,0
monthly_due_allflat_w40_25_35,monthly_due_allflat,0.4,0.25,0.35,119390.65143048525,5869.5325715242625,119.64415405563615,64.1618741530295,1.8647234924945997,1,36.08583135934055,179339,1
weekly_due_allflat_w35_0_65,weekly_due_allflat,0.35,0.0,0.65,132119.4983128587,6505.974915642935,123.96765622774124,66.58729853762395,1.8617312753376765,2,34.00911413445956,181803,2
no_rebalance_w15_75_10,no_rebalance,0.15,0.75,0.1,122825.73572598645,6041.286786299323,120.84625227506463,65.02252676067644,1.858529009797703,0,0.0,0,0
monthly_due_allflat_w15_75_10,monthly_due_allflat,0.15,0.75,0.1,122811.795659411,6040.58978297055,120.84142916698819,65.02252676067644,1.8584548338418194,1,13.940066575448943,179339,1
