variant,overlay_name,core_weight,overlay_weight,rebalance_hours,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,fee_paid,rebalance_count,delta_cagr_vs_core85,delta_mdd_vs_core85,delta_calmar_vs_core85,meets_cagr_floor,is_live_overlay
study111_proxy_w10_rb24h,study111_proxy,0.9,0.1,24,41522.15596290245,1976.1077981451222,109.01677360792372,40.190691206030884,2.712488149284803,44.22948755825736,1503,-11.619588014048745,-3.6651074519234754,-0.03826238573234919,True,True
study111_exact_w7_rb168h,study111_exact,0.9299999999999999,0.07,168,44153.26039468492,2107.663019734246,112.16165352258204,41.37042417775545,2.7111555114992143,14.32882518617204,215,-8.474708099390426,-2.4853744801989066,-0.03959502351793809,True,True
study111_exact_w8_rb24h,study111_exact,0.92,0.08,24,43147.92069622516,2057.3960348112582,110.97719121428949,40.9364204310293,2.7109647117599507,37.271395906762464,1503,-9.659170407682979,-2.919378226925062,-0.0397858232572017,True,True
study111_proxy_w8_rb4h,study111_proxy,0.92,0.08,4,43176.973442886425,2058.8486721443214,111.01171192756868,40.97469958596894,2.709274577954018,78.88850969394528,9016,-9.624649694403786,-2.8810990719854175,-0.04147595706313423,True,True
study111_exact_w7_rb4h,study111_exact,0.9299999999999999,0.07,4,43930.84561326251,2096.5422806631254,111.90138301749029,41.340542797285366,2.7068193943703687,70.94369229198286,9016,-8.73497860448218,-2.5152558606689936,-0.04393114064678372,True,True
study111_exact_w8_rb168h,study111_exact,0.92,0.08,168,43114.34596555084,2055.717298277542,110.93727552058535,41.009004074987786,2.7051931160710194,15.880496418285404,215,-9.699086101387124,-2.8467945829665737,-0.045557418946132966,True,True
buy_hold_reference_w15_rb168h,buy_hold_reference,0.85,0.15,168,38433.88602013697,1821.6943010068483,105.12680756671617,38.866025245457855,2.704851008117996,24.004230903127194,215,-15.509554055256302,-4.989773412496504,-0.04589952689915622,True,True
study111_proxy_w12_rb24h,study111_proxy,0.88,0.12,24,39614.0803649022,1880.70401824511,106.640377149643,39.4385845292892,2.703960561019784,49.90216211079452,1503,-13.995984472329468,-4.417214128665158,-0.046789973997368506,True,True
study111_proxy_w10_rb168h,study111_proxy,0.9,0.1,168,41415.06192488724,1970.753096244362,108.88560845290782,40.28132817705632,2.7031285556002977,18.583582363701847,215,-11.750753169064652,-3.574470480898043,-0.04762197941685464,True,True
study111_exact_w8_rb4h,study111_exact,0.92,0.08,4,42867.35267425799,2043.3676337128998,110.64290926574141,40.97469958596886,2.700273836873458,78.59067548671302,9016,-9.99345235623106,-2.8810990719855027,-0.0504766981436946,True,True
study111_exact_w10_rb24h,study111_exact,0.9,0.1,24,41120.274516047684,1956.0137258023842,108.52323201116425,40.19069120603107,2.7002081515552314,43.80301349952219,1503,-12.113129610808215,-3.6651074519232907,-0.05054238346192097,True,True
study111_proxy_w10_rb4h,study111_proxy,0.9,0.1,4,41162.253749543124,1958.1126874771562,108.57495609268284,40.23809209807151,2.698312728845474,92.67877301255666,9016,-12.06140552928963,-3.6177065598828477,-0.05243780617167859,True,True
study111_exact_w10_rb168h,study111_exact,0.9,0.1,168,41084.838274146576,1954.2419137073289,108.47953865892244,40.28132817705635,2.693047711388791,18.654974262908098,215,-12.156822963050033,-3.5744704808980075,-0.05770282362836143,True,True
study111_proxy_w12_rb168h,study111_proxy,0.88,0.12,168,39498.37920134275,1874.9189600671375,106.49351444329281,39.5471637216138,2.692823060408013,20.95680704568203,215,-14.14284717867966,-4.30863493634056,-0.057927474609139384,True,True
study111_proxy_w15_rb24h,study111_proxy,0.85,0.15,24,36856.97192593576,1742.848596296788,103.04854745544039,38.29844378339562,2.690671924902529,56.76041550123865,1503,-17.587814166532084,-5.55735487455874,-0.060078610114623565,True,True
study111_exact_w12_rb24h,study111_exact,0.88,0.12,24,39155.215949486446,1857.7607974743223,106.05600397836147,39.438584529289365,2.6891432652609066,49.3719880499493,1503,-14.580357643610995,-4.417214128664995,-0.06160726975624575,True,True
study111_proxy_w12_rb4h,study111_proxy,0.88,0.12,4,39211.59705219668,1860.579852609834,106.12808488586967,39.494903433462945,2.6871336719347507,104.42600704772164,9016,-14.5082767361028,-4.360895224491415,-0.06361686308240166,True,True
study111_exact_w10_rb4h,study111_exact,0.9,0.1,4,40793.59381447681,1939.6796907238404,108.1193454232992,40.23809209807177,2.6869898592552883,92.23866105338688,9016,-12.517016198673275,-3.617706559882592,-0.06376067576186406,True,True
study111_exact_w12_rb168h,study111_exact,0.88,0.12,168,39119.798732363,1855.98993661815,106.01068434545877,39.54716372161373,2.680614091359495,21.01783110909167,215,-14.625677276513699,-4.308634936340631,-0.07013644365765748,True,True
study111_proxy_w15_rb168h,study111_proxy,0.85,0.15,168,36734.14571507988,1736.7072857539943,102.88386499888121,38.43364260916646,2.676922040544325,23.821475668213214,215,-17.75249662309126,-5.4221560487878975,-0.07382849447282736,True,True
study111_exact_w12_rb4h,study111_exact,0.88,0.12,4,38790.519837681706,1839.5259918840854,105.5878475846534,39.49490343346292,2.673455013316776,103.83012721391924,9016,-15.048514037319066,-4.360895224491436,-0.07729552170037657,True,True
study111_exact_w15_rb24h,study111_exact,0.85,0.15,24,36325.4474404662,1716.2723720233103,102.33287366754134,38.298443783395854,2.6719851659327047,56.076074649781965,1503,-18.303487954431134,-5.557354874558506,-0.07876536908444765,True,True
study111_proxy_w15_rb4h,study111_proxy,0.85,0.15,4,36405.45245547998,1720.272622773999,102.44110140226819,38.36772973513902,2.669980791395319,118.55174484867936,9016,-18.19526021970428,-5.488068922815337,-0.08076974362183353,True,True
study111_exact_w15_rb168h,study111_exact,0.85,0.15,168,36292.898318885,1714.64491594425,102.28879081872337,38.43364260916642,2.661438882046728,23.858054375268775,215,-18.3475708032491,-5.42215604878794,-0.08931165297042432,True,True
study111_exact_w15_rb4h,study111_exact,0.85,0.15,4,35917.381553741136,1695.869077687057,101.77803331860144,38.367729735138866,2.652698870149427,117.70869915500256,9016,-18.858328303371025,-5.4880689228154935,-0.09805166486772521,True,True
core85_only,none,1.0,0.0,24,51873.318907969646,2493.6659453984826,120.63636162197247,43.85579865795436,2.7507505350171524,0.0,1503,0.0,0.0,0.0,True,False
